".outcome","blue","green","red","nir","swir1","swir2"
2.81,0.032511129,0.0478946545,0.03351593125,0.27966890375,0.1426088645,0.088304118
0.11,0.03923946325,0.0700191415,0.051959975,0.4072060855,0.206631125,0.11335345
2.15,0.0623456645,0.089509761,0.08907514375,0.30437492575,0.274614326,0.184540874
2.84,0.03445061325,0.049762306,0.0323300625,0.2977645335,0.14527538,0.089384274
-4.64,0.0210175,0.0642475,0.0487925,0.30138,0.154145,0.0814625
-2.07,0.0507566475,0.074760103,0.0594788875,0.41259138575,0.2190317165,0.14318633
-4.86,0.03756336575,0.05342577625,0.04073206875,0.29896410275,0.1502200835,0.09689393
9.58,0.06145972725,0.0945380535,0.10552591875,0.39712459925,0.309356693,0.21493955
3.35,0.03363650875,0.04633827825,0.02710719375,0.2598887725,0.122079284,0.07786261
-0.434,0.03971834825,0.061063992,0.05642590625,0.290465027,0.1900365965,0.12865566
-5.79,0.03751547725,0.0515341805,0.0392938875,0.202666767,0.1505307455,0.108106978
1.72,0.02994909425,0.0440635745,0.03230483125,0.25899547625,0.1285255205,0.078582714
5.92,0.0381140835,0.05395254975,0.03901634375,0.3328838375,0.1633196645,0.099825782
4.57,0.0494157695,0.05955550425,0.0471660375,0.21407543625,0.1180147895,0.091287406
4.09,0.05528211075,0.08848015825,0.0815814625,0.32203666875,0.2459557565,0.167001198
1.97,0.05963996425,0.0913774125,0.10007596875,0.252589266,0.263637602,0.206941252
-0.41,0.0440522575,0.069205037,0.061346,0.29799423825,0.2125078145,0.158462822
0.8,0.09105482025,0.1261444635,0.15270835625,0.28211908775,0.353988467,0.281369144
3.5,0.01142,0.0373525,0.01483,0.336525,0.119165,0.0464825
6.62,0.064883755,0.07411360825,0.06005920625,0.46521929625,0.198709244,0.111115984
-0.37,0.0358154355,0.05127079375,0.0355092,0.37961599275,0.1637856575,0.094605028
5.23,0.04112,0.0522575,0.0209075,0.42436,0.17994,0.0655675
-0.68,0.09014493875,0.1123525755,0.13461755,0.256979179,0.255663944,0.239603112
1.8,0.02822510825,0.03901133775,0.02892384375,0.199808219,0.0780429455,0.066520972
1.44,0.04991859875,0.0699233645,0.0512030375,0.36889643775,0.1883279555,0.11438217
1.9,0.03923946325,0.05582020125,0.041161,0.32224085075,0.154802348,0.099259986
4.7,0.04996648725,0.077537636,0.05226275,0.3116489095,0.177843113,0.117545484
-3.64065799,0.031744913,0.05491031975,0.03659414375,0.434821701,0.1824253775,0.10936716
-10.64,0.0331725,0.056795,0.0480775,0.2813875,0.23076,0.1268375
2.01,0.034139338,0.053497609,0.03659414375,0.318948416,0.1559155535,0.08917853
-10.2,0.1017100115,0.1490351665,0.1754417125,0.29539091775,0.3660783965,0.321103454
2.77,0.0320801325,0.042674808,0.03230483125,0.17783313125,0.095465906,0.074159218
-4.4,0.0215675,0.068565,0.0512675,0.3778025,0.202105,0.1059925
1.6,0.03976623675,0.0600583335,0.040252675,0.3415615725,0.167643044,0.105715204
1.29,0.0299730385,0.0450213445,0.03003401875,0.32321071525,0.155423672,0.093344846
1.17,0.0351449965,0.05237222925,0.0376790875,0.19656682975,0.08883845,0.07246183
2,0.00492999999999999,0.018405,0.0105675,0.1229325,0.04145,0.01637
-7.53,0.03267873875,0.04394385325,0.03210298125,0.2049638145,0.0990644075,0.080331538
0.06,0.0168375,0.0702975,0.0313575,0.302755,0.1558775,0.074175
-3.24,0.08751107125,0.117763976,0.13105994375,0.26129252375,0.300865265,0.266349832
0.9,0.06455,0.09051,0.09711,0.2470125,0.287135,0.19853
-1.7,0.04249588125,0.0577596855,0.05349908125,0.24021073225,0.1752801515,0.118445614
-0.7,0.02055,0.05575,0.0269025,0.35957,0.17114,0.0757425
0.76,0.03976623675,0.0600583335,0.040252675,0.3415615725,0.167643044,0.105715204
2.88,0.03157730325,0.05112712825,0.0338944,0.32101575875,0.157235867,0.09355059
1,0.0701875,0.10437,0.11504,0.247315,0.2794625,0.2318875
2.56,0.0299730385,0.0450213445,0.03003401875,0.32321071525,0.155423672,0.093344846
0.55,0.1046790985,0.14359982175,0.17031976875,0.29579928175,0.3892744925,0.327661544
-1.82,0.053294738,0.0639851905,0.06828459375,0.18171258925,0.188094959,0.158514258
0.08,0.02822510825,0.03901133775,0.02892384375,0.199808219,0.0780429455,0.066520972
-11.81,0.0117225,0.0254175,0.0156,0.1392675,0.0611675,0.0287175
-3.58,0.0380183065,0.0520130655,0.0462577125,0.168874646,0.1228300505,0.113456322
-3.68,0.02659689925,0.037407073,0.03013494375,0.225126787,0.108099494,0.076988198
-3.4,0.0215675,0.068565,0.0512675,0.3778025,0.202105,0.1059925
0.45418324,0.01296,0.0243175,0.0153525,0.12054,0.0497275,0.0253625
-2.62,0.06347104425,0.08656461825,0.07524841875,0.37206125875,0.232519625,0.158334232
1.29,0.00866999999999998,0.0292675,0.0204125,0.1702325,0.08457,0.040405
-2.24,0.0410831705,0.06324291875,0.06046290625,0.2598887725,0.183486806,0.130533074
-0.34,0.0623456645,0.089509761,0.08907514375,0.30437492575,0.274614326,0.184540874
4.46,0.0320801325,0.042674808,0.03230483125,0.17783313125,0.095465906,0.074159218
0,0.05130736525,0.0731797825,0.07206928125,0.28584540925,0.247224293,0.157614128
4.82,0.0572694835,0.077441859,0.06316265,0.41652188925,0.220714469,0.141026018
-2.26,0.03756336575,0.05342577625,0.04073206875,0.29896410275,0.1502200835,0.09689393
5.11,0.0439564805,0.0588132325,0.04900791875,0.2810216095,0.152265275,0.102243274
-0.56,0.03354073175,0.04992991575,0.04991624375,0.2359994785,0.159824717,0.10782408
1.38,0.034139338,0.053497609,0.03659414375,0.318948416,0.1559155535,0.08917853
-0.942705352,0.0149675,0.035345,0.0266825,0.2450875,0.108165,0.0529725
1.1,0.0416975,0.06928,0.0684825,0.16971,0.2086775,0.1446025
-2.1,0.0251425,0.0671075,0.0416975,0.391305,0.19435,0.0828925
5.126042062,0.083751824,0.11424417125,0.12182530625,0.317417051,0.282018437,0.200486034
-2.1,0.04249588125,0.0577596855,0.05349908125,0.24021073225,0.1752801515,0.118445614
-2.89,0.01956,0.038315,0.0199175,0.3704875,0.1666575,0.0676575
-0.7,0.11772871475,0.15403951475,0.1782676125,0.305472404,0.345082823,0.305158294
10.52,0.05580888425,0.0803630575,0.10360834375,0.18967568725,0.27834227,0.22188341
-1.37,0.08990549625,0.13531511125,0.16416334375,0.27272671575,0.320074532,0.294073836
-2.56,0.0439564805,0.0588132325,0.04900791875,0.2810216095,0.152265275,0.102243274
1.34,0.0966975,0.1232625,0.099585,0.2186325,0.16476,0.1085225
-4.594,0.039215519,0.0554610375,0.03291038125,0.3651445935,0.1832538095,0.106641052
5.24,0.04790728175,0.06554156675,0.04189270625,0.4486550315,0.2110062815,0.10718113
5.53,0.06404570625,0.121403502,0.12137114375,0.21943521375,0.075738869,0.075393682
5.046133017,0.0812137335,0.11127508425,0.10451666875,0.356619995,0.2499943625,0.160083056
-0.74,0.0439564805,0.0588132325,0.04900791875,0.2810216095,0.152265275,0.102243274
1.28,0.0134275,0.0314675,0.015655,0.4227375,0.1522475,0.058115
-2.2,0.0220075,0.0575375,0.033475,0.3646025,0.18071,0.0793175
0.3,0.0701875,0.10437,0.11504,0.247315,0.2794625,0.2318875
3.29,0.0456804665,0.065757065,0.04300288125,0.356313722,0.1656496295,0.103992098
2.511205628,0.0293983765,0.0509595185,0.03679599375,0.36517011625,0.175875587,0.104197842
3.65,0.05489900275,0.07186284875,0.0682593625,0.20340692675,0.174374054,0.148227058
4.58,0.04436353275,0.05917239625,0.04492045625,0.375711012,0.189389384,0.106049538
-1.6,0.05671876575,0.08096166375,0.084457825,0.26874516675,0.2627832815,0.191433298
-3.49,0.03109841825,0.0415733725,0.0261736375,0.279337108,0.1267651025,0.083597724
7.16,0.0381140835,0.05395254975,0.03901634375,0.3328838375,0.1633196645,0.099825782
-0.55,0.0639738735,0.09077880625,0.09210289375,0.2605013185,0.276840737,0.209641642
-0.53,0.0439564805,0.0588132325,0.04900791875,0.2810216095,0.152265275,0.102243274
-2.31,0.06653590825,0.09791419275,0.0972753,0.304349403,0.2923997255,0.21211057
7.7,0.04053245275,0.05912450775,0.04557646875,0.3589170425,0.1624394555,0.10203753
3.5,0.014555,0.042,0.025775,0.23461,0.12186,0.05575
2.45,0.0721149185,0.10050017175,0.1029271,0.28906127575,0.2762970785,0.195753922
3.22,0.02822510825,0.03901133775,0.02892384375,0.199808219,0.0780429455,0.066520972
2.47,0.03445061325,0.049762306,0.0323300625,0.2977645335,0.14527538,0.089384274
-2.49,0.04421986725,0.0718389045,0.0508498,0.464530182,0.1971300455,0.121043132
-9.03,0.045728355,0.063266863,0.06313741875,0.19911910475,0.1573135325,0.121094568
-2.92,0.014885,0.038315,0.0215125,0.2966225,0.13902,0.0508275
0.93,0.0623456645,0.089509761,0.08907514375,0.30437492575,0.274614326,0.184540874
0.365,0.04010145625,0.0617823195,0.05738469375,0.23995550475,0.177998444,0.122303314
-9.89,0.0754125,0.1156175,0.128735,0.2452525,0.2548775,0.179005
2.61,0.04436353275,0.05917239625,0.04492045625,0.375711012,0.189389384,0.106049538
-0.54,0.0134275,0.0314675,0.015655,0.4227375,0.1522475,0.058115
2.66,0.032511129,0.056849804,0.03790616875,0.38737490875,0.1773512315,0.107284002
-1.07,0.04120289175,0.06894165025,0.0476706625,0.33535954425,0.1877066315,0.11553948
-1.42,0.04249588125,0.0577596855,0.05349908125,0.24021073225,0.1752801515,0.118445614
11.81,0.03354073175,0.04992991575,0.04991624375,0.2359994785,0.159824717,0.10782408
-1.06,0.06165128125,0.08910270875,0.1092349125,0.2718334195,0.3151298285,0.238831572
3.85,0.071971253,0.091616855,0.09038716875,0.1751532425,0.2828209805,0.284661048
-2.7,0.0202475,0.05432,0.0292675,0.316835,0.1718,0.077915
3.92,0.0299730385,0.0450213445,0.03003401875,0.32321071525,0.155423672,0.093344846
-7.53,0.0481325,0.08303,0.09051,0.22933,0.1886025,0.1205675
-1.88,0.15182532675,0.19086577125,0.19585379375,0.33255204175,0.2777986115,0.249093054
1.53,0.0320801325,0.042674808,0.03230483125,0.17783313125,0.095465906,0.074159218
0.62,0.03923946325,0.05582020125,0.041161,0.32224085075,0.154802348,0.099259986
-7.6,0.11380185775,0.155883222,0.1879564125,0.3184890065,0.3838379075,0.343503832
-0.46,0.05959207575,0.083571587,0.08796496875,0.1986341725,0.2755204235,0.224352338
4.41,0.02994909425,0.0440635745,0.03230483125,0.25899547625,0.1285255205,0.078582714
2.4,0.04867349775,0.06544578975,0.06679595,0.21846534925,0.13750883,0.106332436
-1.194008246,0.03689292675,0.05371310725,0.037023075,0.3024607195,0.1434890735,0.088124092
-3.33,0.08813362175,0.123797927,0.1446595875,0.26787739325,0.3325269005,0.267867194
0.24,0.02822510825,0.03901133775,0.02892384375,0.199808219,0.0780429455,0.066520972
3.65,0.031074474,0.03494081525,0.0230449625,0.05698291,0.0300974435,0.051218762
2.62,0.0623456645,0.089509761,0.08907514375,0.30437492575,0.274614326,0.184540874
1.4,0.05619199225,0.07363472325,0.0733056125,0.187455208,0.1939716485,0.167258378
-2.7,0.058083588,0.089509761,0.062254325,0.47767439825,0.2298013325,0.125723808
2.30839112,0.0293983765,0.0509595185,0.03679599375,0.36517011625,0.175875587,0.104197842
-2.5,0.013455,0.0382875,0.01813,0.364355,0.133245,0.052835
7.166760633,0.04939182525,0.067959936,0.062254325,0.25899547625,0.1742705,0.118136998
-8.01,0.0571737065,0.07641225625,0.06364204375,0.31545179925,0.203058512,0.13277054
4.98,0.01428,0.0346575,0.0210175,0.24572,0.11218,0.0464
-3.09,0.03756336575,0.05342577625,0.04073206875,0.29896410275,0.1502200835,0.09689393
-0.2,0.03502527525,0.04375229925,0.02957985625,0.29773901075,0.116435591,0.083340544
-2.86,0.0439564805,0.0588132325,0.04900791875,0.2810216095,0.152265275,0.102243274
0.25,0.035288662,0.049187644,0.04577831875,0.1452405795,0.105873083,0.101754632
-4.15,0.062968215,0.09470566325,0.09709868125,0.31111293175,0.292425614,0.205732506
-0.09,0.06107661925,0.074664326,0.0550381875,0.32162830475,0.220766246,0.130095868
0.41,0.03785069675,0.04949891925,0.033087,0.2988875345,0.149003324,0.089229966
2.65,0.0456804665,0.065757065,0.04300288125,0.356313722,0.1656496295,0.103992098
-0.57,0.06653590825,0.09791419275,0.0972753,0.304349403,0.2923997255,0.21211057
-1.04,0.03521682925,0.0520130655,0.0373763125,0.25853606675,0.1323052415,0.081385976
-1,0.045728355,0.063266863,0.06313741875,0.19911910475,0.1573135325,0.121094568
1.39,0.0320801325,0.042674808,0.03230483125,0.17783313125,0.095465906,0.074159218
6.94,0.02999698275,0.043345247,0.02756135625,0.242584348,0.1308037085,0.082337542
0,0.02994909425,0.0440635745,0.03230483125,0.25899547625,0.1285255205,0.078582714
-4.39,0.05528211075,0.08848015825,0.0815814625,0.32203666875,0.2459557565,0.167001198
-2.22,0.03756336575,0.05342577625,0.04073206875,0.29896410275,0.1502200835,0.09689393
-5.01,0.03890424375,0.051294738,0.03881449375,0.22060926025,0.131709806,0.10525228
-3.18,0.05556944175,0.07492771275,0.06989939375,0.187557299,0.178050221,0.144909436
-0.39,0.035001331,0.05246800625,0.0339448625,0.29794319275,0.144032732,0.097459726
5.1,0.03199,0.07005,0.0601775,0.309135,0.2198425,0.1262325
-0.88,0.055915,0.08468,0.0902075,0.24737,0.2209975,0.1473525
6.45,0.04833827825,0.05730474475,0.04572785625,0.33467043,0.133522001,0.089847198
0,0.0701875,0.10437,0.11504,0.247315,0.2794625,0.2318875
4.37,0.06232172025,0.0824701515,0.12798173125,0.21708712075,0.303764777,0.275814056
5.63,0.00171250000000001,0.016865,0.011035,0.194845,0.056025,0.0216225
4.5,0.04996648725,0.077537636,0.05226275,0.3116489095,0.177843113,0.117545484
-8.46,0.05250457775,0.07741791475,0.05894903125,0.445337074,0.1801989665,0.106435308
0.29,0.06490769925,0.10011706375,0.08700618125,0.33393027025,0.2002884425,0.151261782
-2.83,0.03177,0.06114,0.065155,0.18962,0.1689125,0.113335
-1.02,0.04177755375,0.05342577625,0.0432299625,0.4014889895,0.204663599,0.117031124
7.46,0.03856902425,0.054359602,0.03593813125,0.401437944,0.197104157,0.11206755
1.913,0.0102925,0.0416975,0.0220625,0.4178425,0.14804,0.059215
2.844,0.06304004775,0.08948581675,0.09745191875,0.315783595,0.2812676705,0.183280692
2.94,0.063542877,0.0834279215,0.08594646875,0.23092045125,0.252143108,0.210876106
-1.54,0.07692771275,0.095256381,0.101816925,0.2691790535,0.26902241,0.206812662
-1.69,0.0655063055,0.08129688325,0.08254025,0.1845456145,0.202644296,0.17533383
4.098235955,0.0102925,0.0416975,0.0220625,0.4178425,0.14804,0.059215
-3.11,0.0351525,0.0706,0.046565,0.3499175,0.1710575,0.097
-1.34,0.05959207575,0.083571587,0.08796496875,0.1986341725,0.2755204235,0.224352338
-0.7,0.05671876575,0.08096166375,0.084457825,0.26874516675,0.2627832815,0.191433298
-4.79,0.0294941535,0.03637747025,0.023499125,0.19447396425,0.0847739555,0.072101778
1.19,0.0166175,0.0542925,0.053495,0.10613,0.1202375,0.0955975
5.859582306,0.0796813015,0.1112990285,0.1045419,0.35000960275,0.2591071145,0.166538274
5.04,0.02999698275,0.04188464775,0.0310180375,0.251262083,0.11524472,0.07953428
-0.4,0.06165128125,0.08910270875,0.1092349125,0.2718334195,0.3151298285,0.238831572
-8.05,0.0383056375,0.05673008275,0.03974805,0.243401076,0.124150364,0.093216256
5.47,0.062776661,0.09496905,0.10779673125,0.194499487,0.19446353,0.165586708
-1.21,0.08578708525,0.12343876325,0.134314775,0.2599908635,0.2984058575,0.259071638
0.25,0.039981735,0.055125818,0.0538270875,0.22377408125,0.16184402,0.113430604
4.4,0.0521933025,0.07200651425,0.06742673125,0.27512585425,0.252401993,0.176774038
1.12,0.03488160975,0.04940314225,0.03538304375,0.26190506975,0.134868203,0.088252682
0.15,0.070438821,0.0927182905,0.0870314125,0.292711029,0.216882971,0.15926008
-0.3,0.06155550425,0.08824071575,0.07640905625,0.2338555675,0.1994082335,0.14832993
-5.18,0.05327079375,0.06860643075,0.06424759375,0.18171258925,0.1847035655,0.158514258
3.72,0.04436353275,0.05917239625,0.04492045625,0.375711012,0.189389384,0.106049538
5.84,0.03507316375,0.03743101725,0.02862106875,0.0722455145,0.0396244115,0.064772148
-0.7033333,0.03310973525,0.04509317725,0.0345504125,0.31192965975,0.1585044035,0.101368862
4.69,0.04436353275,0.05917239625,0.04492045625,0.375711012,0.189389384,0.106049538
3.76,0.014225,0.0269025,0.02132,0.12912,0.0586925,0.0273975
6.67,0.04833827825,0.05730474475,0.04572785625,0.33467043,0.133522001,0.089847198
5.62,0.0320801325,0.042674808,0.03230483125,0.17783313125,0.095465906,0.074159218
-1.37,0.0019325,0.00946749999999999,0.00462750000000001,0.1116025,0.02924,0.01109
3.18,0.0430944875,0.052922947,0.0409086875,0.32198562325,0.1765745765,0.113404886
-5.4,0.0593765775,0.083284256,0.07539980625,0.26716275625,0.217452518,0.164326526
-6.95,0.04963126775,0.07198257,0.04562693125,0.43127403875,0.2299566635,0.127704094
-0.36,0.04814672425,0.07674747575,0.051152575,0.37425621525,0.23329628,0.133464926
-2.41,0.05020592975,0.06424857725,0.051152575,0.25287001625,0.158426738,0.116671072
-0.15,0.04814672425,0.07674747575,0.051152575,0.37425621525,0.23329628,0.133464926
5.18,0.1142567985,0.16103123575,0.21144670625,0.34903973825,0.405817244,0.340520544
-0.4741,0.00171250000000001,0.01505,0.00990749999999999,0.2295225,0.0645225,0.02264
5.4,0.03157730325,0.05112712825,0.0338944,0.32101575875,0.157235867,0.09355059
4.66,0.0439564805,0.0588132325,0.04900791875,0.2810216095,0.152265275,0.102243274
6.88,0.0381140835,0.05395254975,0.03901634375,0.3328838375,0.1633196645,0.099825782
4.27,0.0410831705,0.06324291875,0.06046290625,0.2598887725,0.183486806,0.130533074
-11.86,0.08325,0.1127575,0.1303025,0.2469025,0.2381575,0.15981
2.89,0.027243394,0.036066195,0.0244579125,0.21565784675,0.095414129,0.076010914
2.15,0.0388925,0.08028,0.0627075,0.28994,0.1471875,0.0924075
-3,0.013455,0.0382875,0.01813,0.364355,0.133245,0.052835
-2.47,0.0410831705,0.06324291875,0.06046290625,0.2598887725,0.183486806,0.130533074
0.01,0.041514167,0.0540243825,0.03598859375,0.369177188,0.162154682,0.09200751
0.7,0.01021,0.0185425,0.0143075,0.06653,0.03463,0.0203025
-9.18,0.0331725,0.056795,0.0480775,0.2813875,0.23076,0.1268375
-0.7,0.03057164475,0.04116632025,0.02763705,0.18446904625,0.102455801,0.07567658
-3.17,0.06169916975,0.09135346825,0.08493721875,0.305880768,0.218125619,0.161266084
-3.54,0.031074474,0.03494081525,0.0230449625,0.05698291,0.0300974435,0.051218762
1.21,0.03177,0.06114,0.065155,0.18962,0.1689125,0.113335
1.84,0.0623456645,0.089509761,0.08907514375,0.30437492575,0.274614326,0.184540874
3.46,0.05097214575,0.0737544445,0.049739625,0.4277263765,0.2091423095,0.112916244
-3.02,0.01414588925,0.02359124075,0.01015179375,0.2059847245,0.075583538,0.072564702
1.73,0.0304519235,0.04633827825,0.02988263125,0.2598887725,0.122079284,0.084575008
-5.85,0.0426156025,0.0640809675,0.05589605,0.35118364925,0.20637224,0.130044432
-2.971,0.039215519,0.0554610375,0.03291038125,0.3651445935,0.1832538095,0.106641052
-5.34,0.010375,0.0273975,0.0145825,0.2006475,0.0804175,0.033805
2.4,0.04201699625,0.060968215,0.041060075,0.32428267075,0.1495987595,0.091415996
6.73,0.03856902425,0.054359602,0.03593813125,0.401437944,0.197104157,0.11206755
-0.16,0.03986201375,0.06113582475,0.04164039375,0.40927342825,0.1998742265,0.121788954
-2.6,0.04814672425,0.07674747575,0.051152575,0.37425621525,0.23329628,0.133464926
6.53,0.04833827825,0.05730474475,0.04572785625,0.33467043,0.133522001,0.089847198
1.22,0.017745,0.0354825,0.01747,0.416715,0.157665,0.05762
-1.26,0.05528211075,0.08848015825,0.0815814625,0.32203666875,0.2459557565,0.167001198
-4.3,0.0215675,0.068565,0.0512675,0.3778025,0.202105,0.1059925
5.3,0.0112,0.0321,0.014005,0.1697375,0.060205,0.0227775
-4.048,0.039215519,0.0554610375,0.03291038125,0.3651445935,0.1832538095,0.106641052
2.9,0.0196425,0.0383975,0.022585,0.31986,0.134895,0.05047
4.09,0.02822510825,0.03901133775,0.02892384375,0.199808219,0.0780429455,0.066520972
0.39,0.02822510825,0.03901133775,0.02892384375,0.199808219,0.0780429455,0.066520972
-0.828030115,0.03689292675,0.05371310725,0.037023075,0.3024607195,0.1434890735,0.088124092
2.75,0.070055713,0.09834518925,0.108679825,0.20116092475,0.2919855095,0.237545672
-0.17,0.03981412525,0.05692163675,0.03523165625,0.38849790975,0.1638892115,0.094682182
0.6,0.0622498875,0.0892703185,0.08559323125,0.3157325495,0.277720946,0.175436702
-2.84,0.0182125,0.0622125,0.0268475,0.5088675,0.21349,0.0930675
-1.5,0.02198,0.0601775,0.0359775,0.3752725,0.1818925,0.074395
-3.45,0.05446800625,0.0913774125,0.082843025,0.3761704215,0.235936907,0.162423394
6.13,0.064883755,0.07411360825,0.06005920625,0.46521929625,0.198709244,0.111115984
3.6,0.066033079,0.0935802835,0.09134595625,0.32800899225,0.249761366,0.153962172
4.5,0.06495558775,0.09360422775,0.14107675,0.239419527,0.284762618,0.244335224
1.9,0.03454639025,0.0471284385,0.04068160625,0.289546208,0.166245065,0.106461026
1.03,0.03923946325,0.0700191415,0.051959975,0.4072060855,0.206631125,0.11335345
4.3,0.039981735,0.055125818,0.0538270875,0.22377408125,0.16184402,0.113430604
0.74,0.04814672425,0.07674747575,0.051152575,0.37425621525,0.23329628,0.133464926
-3.9,0.0593765775,0.083284256,0.07539980625,0.26716275625,0.217452518,0.164326526
7.682571844,0.078100981,0.1112990285,0.1073173375,0.34998408,0.259081226,0.160057338
-8.46,0.0117225,0.0254175,0.0156,0.1392675,0.0611675,0.0287175
-1.64,0.04498608325,0.0677204935,0.05410463125,0.2397768455,0.122389946,0.091184534
1.04,0.0299730385,0.0450213445,0.03003401875,0.32321071525,0.155423672,0.093344846
